timestamp,device_id,cpu_usage_percent,memory_usage_percent,bandwidth_mbps,packet_loss_percent,latency_ms,is_anomaly,fault_type
2026-03-20 19:40:57.092896,server_03,35.0,8.99,601.34,0.15,18.0,0,normal
2026-03-20 19:45:57.092896,load_balancer_05,36.42,83.28,599.05,0.15,16.76,0,normal
2026-03-20 19:50:57.092896,server_03,50.93,55.2,669.28,0.13,26.73,0,normal
2026-03-20 19:55:57.092896,firewall_04,33.61,46.36,622.01,0.25,19.17,0,normal
2026-03-20 20:00:57.092896,load_balancer_05,68.83,36.28,399.56,1.65,23.51,0,normal
2026-03-20 20:05:57.092896,load_balancer_05,17.94,58.11,725.61,1.59,0.45,0,normal
2026-03-20 20:10:57.092896,firewall_04,60.85,65.32,495.95,1.86,19.67,0,normal
2026-03-20 20:15:57.092896,load_balancer_05,21.37,36.53,321.28,0.43,19.06,0,normal
2026-03-20 20:20:57.092896,switch_02,42.48,55.02,584.61,0.24,23.76,0,normal
2026-03-20 20:25:57.092896,load_balancer_05,24.21,47.4,721.01,0.18,20.8,0,normal
2026-03-20 20:30:57.092896,router_01,31.11,52.71,622.34,0.97,15.27,0,normal
2026-03-20 20:35:57.092896,load_balancer_05,40.69,56.92,572.58,0.29,12.69,0,normal
2026-03-20 20:40:57.092896,firewall_04,25.17,54.11,633.33,0.07,19.14,0,normal
2026-03-20 20:45:57.092896,load_balancer_05,43.37,75.23,447.94,0.03,17.78,0,normal
2026-03-20 20:50:57.092896,switch_02,44.98,44.49,500.24,1.46,28.11,0,normal
2026-03-20 20:55:57.092896,load_balancer_05,13.43,40.98,564.94,0.24,12.75,0,normal
2026-03-20 21:00:57.092896,load_balancer_05,22.62,70.4,496.12,0.89,14.99,0,normal
2026-03-20 21:05:57.092896,switch_02,31.62,80.49,444.33,1.49,15.36,0,normal
2026-03-20 21:10:57.092896,switch_02,59.95,43.63,801.44,0.24,27.28,0,normal
2026-03-20 21:15:57.092896,router_01,41.33,77.52,465.0,0.26,27.71,0,normal
2026-03-20 21:20:57.092896,firewall_04,54.98,62.21,663.74,0.8,11.39,0,normal
2026-03-20 21:25:57.092896,switch_02,43.38,88.54,520.16,0.45,8.67,0,normal
2026-03-20 21:30:57.092896,firewall_04,55.67,58.36,560.22,0.37,23.46,0,normal
2026-03-20 21:35:57.092896,switch_02,33.76,95.73,891.25,5.7,242.55,1,hardware_fault
2026-03-20 21:40:57.092896,switch_02,74.91,62.9,710.45,0.59,6.57,0,normal
2026-03-20 21:45:57.092896,server_03,26.64,75.88,512.65,0.49,26.5,0,normal
2026-03-20 21:50:57.092896,load_balancer_05,45.54,74.36,499.71,0.03,23.49,0,normal
2026-03-20 21:55:57.092896,router_01,22.14,56.49,622.78,0.26,22.76,0,normal
2026-03-20 22:00:57.092896,server_03,29.34,67.9,266.73,1.35,15.3,0,normal
2026-03-20 22:05:57.092896,firewall_04,52.79,65.22,513.11,0.52,19.29,0,normal
2026-03-20 22:10:57.092896,switch_02,40.6,68.98,456.53,0.5,12.91,0,normal
2026-03-20 22:15:57.092896,router_01,26.87,50.33,534.89,0.03,16.04,0,normal
2026-03-20 22:20:57.092896,firewall_04,52.64,56.43,564.46,0.16,24.8,0,normal
2026-03-20 22:25:57.092896,server_03,51.26,36.57,602.01,0.08,27.37,0,normal
2026-03-20 22:30:57.092896,load_balancer_05,57.14,54.03,391.43,1.62,20.38,0,normal
2026-03-20 22:35:57.092896,load_balancer_05,33.33,37.19,592.97,0.15,20.41,0,normal
2026-03-20 22:40:57.092896,router_01,60.82,75.09,322.24,0.18,23.6,0,normal
2026-03-20 22:45:57.092896,router_01,32.95,69.36,618.38,0.65,24.73,0,normal
2026-03-20 22:50:57.092896,load_balancer_05,56.72,60.44,405.21,0.61,9.5,0,normal
2026-03-20 22:55:57.092896,firewall_04,33.9,89.68,948.64,7.28,181.8,1,high_memory
2026-03-20 23:00:57.092896,load_balancer_05,42.67,64.21,561.46,0.67,14.38,0,normal
2026-03-20 23:05:57.092896,router_01,12.93,80.55,411.53,0.1,22.97,0,normal
2026-03-20 23:10:57.092896,load_balancer_05,35.01,33.51,412.28,0.22,14.92,0,normal
2026-03-20 23:15:57.092896,server_03,6.51,56.47,329.1,0.52,12.94,0,normal
2026-03-20 23:20:57.092896,load_balancer_05,40.74,51.94,176.55,0.27,19.45,0,normal
2026-03-20 23:25:57.092896,server_03,65.06,62.89,538.46,0.8,24.46,0,normal
2026-03-20 23:30:57.092896,switch_02,49.51,74.33,287.61,0.03,24.25,0,normal
2026-03-20 23:35:57.092896,router_01,22.17,40.21,452.38,0.22,6.51,0,normal
2026-03-20 23:40:57.092896,load_balancer_05,37.53,49.79,566.41,1.13,20.41,0,normal
2026-03-20 23:45:57.092896,load_balancer_05,47.31,69.4,473.44,0.38,23.87,0,normal
2026-03-20 23:50:57.092896,switch_02,54.91,53.6,607.23,0.12,24.32,0,normal
2026-03-20 23:55:57.092896,router_01,52.28,20.45,610.24,0.48,17.77,0,normal
2026-03-21 00:00:57.092896,server_03,58.7,57.56,424.54,0.34,7.36,0,normal
2026-03-21 00:05:57.092896,firewall_04,44.42,46.11,619.71,0.69,12.88,0,normal
2026-03-21 00:10:57.092896,load_balancer_05,36.33,55.12,527.33,1.57,24.27,0,normal
2026-03-21 00:15:57.092896,switch_02,28.39,40.75,597.23,0.15,-0.54,0,normal
2026-03-21 00:20:57.092896,firewall_04,31.63,56.98,689.39,0.01,11.19,0,normal
2026-03-21 00:25:57.092896,router_01,52.56,75.23,396.08,0.28,7.64,0,normal
2026-03-21 00:30:57.092896,server_03,32.0,65.76,235.65,0.16,20.95,0,normal
2026-03-21 00:35:57.092896,load_balancer_05,42.1,14.08,116.86,0.35,16.07,0,normal
2026-03-21 00:40:57.092896,load_balancer_05,20.95,121.89,607.3,0.77,32.87,0,normal
2026-03-21 00:45:57.092896,server_03,45.1,62.28,524.61,0.39,9.35,0,normal
2026-03-21 00:50:57.092896,router_01,51.72,60.56,361.83,0.71,15.29,0,normal
2026-03-21 00:55:57.092896,load_balancer_05,20.12,88.26,80.84,0.76,20.6,0,normal
2026-03-21 01:00:57.092896,server_03,58.56,1.67,706.13,0.26,22.97,0,normal
2026-03-21 01:05:57.092896,router_01,35.24,50.63,561.63,0.22,10.07,0,normal
2026-03-21 01:10:57.092896,firewall_04,68.47,57.94,454.68,0.5,16.58,0,normal
2026-03-21 01:15:57.092896,server_03,36.81,45.66,661.04,0.43,5.69,0,normal
2026-03-21 01:20:57.092896,load_balancer_05,48.12,23.97,300.38,0.11,11.3,0,normal
2026-03-21 01:25:57.092896,router_01,34.57,51.72,469.37,0.45,20.59,0,normal
2026-03-21 01:30:57.092896,load_balancer_05,55.27,46.74,663.19,3.09,25.59,0,normal
2026-03-21 01:35:57.092896,server_03,43.3,40.48,369.84,0.17,13.6,0,normal
2026-03-21 01:40:57.092896,switch_02,56.7,17.55,652.78,0.12,31.06,0,normal
2026-03-21 01:45:57.092896,router_01,42.29,52.44,547.93,0.51,17.16,0,normal
2026-03-21 01:50:57.092896,router_01,17.86,57.08,420.54,0.33,13.64,0,normal
2026-03-21 01:55:57.092896,router_01,53.36,73.51,544.68,0.62,37.35,0,normal
2026-03-21 02:00:57.092896,server_03,62.76,49.4,510.1,0.44,36.63,0,normal
2026-03-21 02:05:57.092896,load_balancer_05,40.17,60.14,466.19,0.0,35.51,0,normal
2026-03-21 02:10:57.092896,server_03,24.72,56.0,575.43,0.15,18.26,0,normal
2026-03-21 02:15:57.092896,firewall_04,18.49,63.27,717.86,0.16,37.33,0,normal
2026-03-21 02:20:57.092896,server_03,36.74,64.47,479.17,1.02,26.39,0,normal
2026-03-21 02:25:57.092896,load_balancer_05,33.02,34.69,548.76,0.32,27.72,0,normal
2026-03-21 02:30:57.092896,switch_02,68.94,64.19,396.17,0.41,12.41,0,normal
2026-03-21 02:35:57.092896,switch_02,46.61,80.5,448.62,0.11,32.88,0,normal
2026-03-21 02:40:57.092896,router_01,43.52,94.63,392.17,2.32,13.61,0,normal
2026-03-21 02:45:57.092896,server_03,41.41,53.09,465.0,0.11,27.21,0,normal
2026-03-21 02:50:57.092896,router_01,56.42,45.89,395.82,0.91,21.46,0,normal
2026-03-21 02:55:57.092896,load_balancer_05,53.21,53.45,410.35,0.23,6.97,0,normal
2026-03-21 03:00:57.092896,load_balancer_05,22.54,23.54,663.45,0.92,37.46,0,normal
2026-03-21 03:05:57.092896,server_03,46.57,71.43,552.31,0.6,13.1,0,normal
2026-03-21 03:10:57.092896,switch_02,40.83,51.09,400.3,0.57,8.5,0,normal
2026-03-21 03:15:57.092896,router_01,32.41,85.02,762.7,0.92,14.69,0,normal
2026-03-21 03:20:57.092896,load_balancer_05,58.9,28.21,628.52,0.13,32.14,0,normal
2026-03-21 03:25:57.092896,server_03,33.13,43.75,663.26,0.0,12.28,0,normal
2026-03-21 03:30:57.092896,load_balancer_05,45.87,12.55,607.13,0.58,5.1,0,normal
2026-03-21 03:35:57.092896,switch_02,55.09,61.21,732.58,1.35,23.22,0,normal
2026-03-21 03:40:57.092896,switch_02,37.46,81.0,714.9,1.26,16.06,0,normal
2026-03-21 03:45:57.092896,server_03,24.19,29.61,255.22,0.11,27.62,0,normal
2026-03-21 03:50:57.092896,router_01,39.91,67.71,680.75,0.02,21.01,0,normal
2026-03-21 03:55:57.092896,load_balancer_05,52.84,65.66,309.81,1.18,14.13,0,normal
2026-03-21 04:00:57.092896,firewall_04,41.24,68.15,792.78,1.56,25.15,0,normal
2026-03-21 04:05:57.092896,server_03,42.14,47.4,635.62,0.31,26.73,0,normal
2026-03-21 04:10:57.092896,switch_02,52.78,75.61,379.64,0.37,27.6,0,normal
2026-03-21 04:15:57.092896,firewall_04,39.01,40.32,627.51,0.07,14.4,0,normal
2026-03-21 04:20:57.092896,router_01,73.33,66.51,97.16,0.6,19.21,0,normal
2026-03-21 04:25:57.092896,firewall_04,46.41,90.01,1095.34,12.07,262.58,1,hardware_fault
2026-03-21 04:30:57.092896,switch_02,61.43,52.21,164.24,0.81,19.63,0,normal
2026-03-21 04:35:57.092896,load_balancer_05,33.87,61.98,395.44,0.21,25.33,0,normal
2026-03-21 04:40:57.092896,firewall_04,44.5,74.19,330.52,0.01,34.79,0,normal
2026-03-21 04:45:57.092896,server_03,48.58,34.73,557.21,0.02,17.94,0,normal
2026-03-21 04:50:57.092896,switch_02,58.72,3.05,224.35,0.05,24.74,0,normal
2026-03-21 04:55:57.092896,load_balancer_05,45.9,35.31,531.73,0.25,16.34,0,normal
2026-03-21 05:00:57.092896,switch_02,31.55,46.21,637.22,0.23,27.57,0,normal
2026-03-21 05:05:57.092896,switch_02,55.5,71.16,454.18,0.32,12.21,0,normal
2026-03-21 05:10:57.092896,firewall_04,46.66,84.61,636.71,0.65,24.74,0,normal
2026-03-21 05:15:57.092896,server_03,43.11,32.81,643.63,0.06,9.0,0,normal
2026-03-21 05:20:57.092896,router_01,46.51,78.74,468.76,0.11,5.83,0,normal
2026-03-21 05:25:57.092896,router_01,64.54,42.08,349.9,1.58,5.78,0,normal
2026-03-21 05:30:57.092896,firewall_04,30.53,29.65,439.22,1.04,25.61,0,normal
2026-03-21 05:35:57.092896,server_03,29.61,62.34,544.82,0.57,25.25,0,normal
2026-03-21 05:40:57.092896,firewall_04,56.88,62.01,298.2,0.18,40.94,0,normal
2026-03-21 05:45:57.092896,server_03,33.16,50.37,360.9,0.14,13.74,0,normal
2026-03-21 05:50:57.092896,switch_02,31.96,69.27,491.23,0.53,13.73,0,normal
2026-03-21 05:55:57.092896,firewall_04,68.7,63.73,278.82,0.06,14.06,0,normal
2026-03-21 06:00:57.092896,switch_02,52.04,87.2,618.97,0.24,10.41,0,normal
2026-03-21 06:05:57.092896,firewall_04,42.51,67.81,439.13,0.06,25.36,0,normal
2026-03-21 06:10:57.092896,firewall_04,65.6,92.58,295.13,0.71,10.47,0,normal
2026-03-21 06:15:57.092896,firewall_04,54.09,33.34,555.55,0.63,15.63,0,normal
2026-03-21 06:20:57.092896,server_03,39.99,51.23,543.04,0.34,29.31,0,normal
2026-03-21 06:25:57.092896,firewall_04,37.97,62.6,398.79,0.82,13.94,0,normal
2026-03-21 06:30:57.092896,switch_02,34.48,51.84,731.55,0.49,13.31,0,normal
2026-03-21 06:35:57.092896,firewall_04,43.42,51.4,441.14,0.93,30.85,0,normal
2026-03-21 06:40:57.092896,firewall_04,67.26,63.92,447.01,0.54,-0.61,0,normal
2026-03-21 06:45:57.092896,server_03,28.85,64.63,681.37,1.33,31.76,0,normal
2026-03-21 06:50:57.092896,load_balancer_05,38.41,58.58,708.61,0.66,16.16,0,normal
2026-03-21 06:55:57.092896,server_03,37.46,88.41,423.03,0.35,15.04,0,normal
2026-03-21 07:00:57.092896,firewall_04,45.22,65.06,584.05,0.04,15.26,0,normal
2026-03-21 07:05:57.092896,firewall_04,49.6,54.09,492.08,2.7,17.32,0,normal
2026-03-21 07:10:57.092896,server_03,23.99,54.76,590.02,0.27,14.91,0,normal
2026-03-21 07:15:57.092896,switch_02,53.48,56.44,709.39,0.13,14.2,0,normal
2026-03-21 07:20:57.092896,switch_02,46.78,71.71,472.6,0.2,17.19,0,normal
2026-03-21 07:25:57.092896,server_03,55.02,65.53,308.18,0.56,17.01,0,normal
2026-03-21 07:30:57.092896,server_03,48.36,60.55,434.15,0.36,10.63,0,normal
2026-03-21 07:35:57.092896,firewall_04,52.41,31.91,743.35,0.16,19.0,0,normal
2026-03-21 07:40:57.092896,router_01,19.34,46.06,369.69,0.71,3.43,0,normal
2026-03-21 07:45:57.092896,firewall_04,46.49,48.43,402.62,0.07,14.95,0,normal
2026-03-21 07:50:57.092896,firewall_04,50.58,76.23,687.0,1.08,13.82,0,normal
2026-03-21 07:55:57.092896,load_balancer_05,50.49,102.33,723.63,0.59,35.81,0,normal
2026-03-21 08:00:57.092896,server_03,63.91,59.06,520.11,1.3,14.56,0,normal
2026-03-21 08:05:57.092896,server_03,16.3,60.04,376.55,0.12,23.78,0,normal
2026-03-21 08:10:57.092896,router_01,56.75,22.29,712.05,0.1,22.49,0,normal
2026-03-21 08:15:57.092896,router_01,65.27,9.66,386.68,0.63,20.22,0,normal
2026-03-21 08:20:57.092896,firewall_04,51.33,20.01,511.32,0.08,-1.77,0,normal
2026-03-21 08:25:57.092896,firewall_04,41.31,51.59,593.79,0.89,8.27,0,normal
2026-03-21 08:30:57.092896,server_03,24.53,59.42,296.22,0.08,20.37,0,normal
2026-03-21 08:35:57.092896,firewall_04,63.38,49.52,628.69,0.24,16.68,0,normal
2026-03-21 08:40:57.092896,server_03,48.57,62.49,376.64,0.32,8.84,0,normal
2026-03-21 08:45:57.092896,load_balancer_05,48.62,54.89,809.82,0.37,8.83,0,normal
2026-03-21 08:50:57.092896,server_03,27.35,65.15,414.14,0.08,31.19,0,normal
2026-03-21 08:55:57.092896,router_01,53.16,36.73,754.1,0.49,17.39,0,normal
2026-03-21 09:00:57.092896,load_balancer_05,30.67,45.71,569.42,0.15,16.0,0,normal
2026-03-21 09:05:57.092896,server_03,42.68,71.46,235.15,0.34,17.11,0,normal
2026-03-21 09:10:57.092896,firewall_04,48.23,29.92,663.4,0.48,8.51,0,normal
2026-03-21 09:15:57.092896,load_balancer_05,42.47,78.12,791.44,0.15,28.63,0,normal
2026-03-21 09:20:57.092896,load_balancer_05,30.34,85.84,831.32,8.73,272.67,1,high_memory
2026-03-21 09:25:57.092896,load_balancer_05,35.75,7.91,458.39,0.01,21.18,0,normal
2026-03-21 09:30:57.092896,switch_02,67.52,47.92,713.07,0.04,19.96,0,normal
2026-03-21 09:35:57.092896,firewall_04,28.0,18.13,699.29,0.31,20.89,0,normal
2026-03-21 09:40:57.092896,load_balancer_05,27.38,72.29,531.68,0.99,14.5,0,normal
2026-03-21 09:45:57.092896,firewall_04,44.19,68.57,413.24,0.05,18.45,0,normal
2026-03-21 09:50:57.092896,load_balancer_05,54.37,33.06,542.29,0.69,21.43,0,normal
2026-03-21 09:55:57.092896,firewall_04,42.03,47.05,233.85,0.1,18.85,0,normal
2026-03-21 10:00:57.092896,router_01,59.67,46.0,374.57,1.41,16.12,0,normal
2026-03-21 10:05:57.092896,switch_02,40.08,59.33,508.26,1.36,30.59,0,normal
2026-03-21 10:10:57.092896,server_03,73.44,62.86,672.79,0.25,24.28,0,normal
2026-03-21 10:15:57.092896,switch_02,34.7,59.88,318.14,0.09,21.11,0,normal
2026-03-21 10:20:57.092896,router_01,72.78,31.84,577.67,0.13,13.91,0,normal
2026-03-21 10:25:57.092896,server_03,67.35,61.37,348.94,1.23,3.37,0,normal
2026-03-21 10:30:57.092896,firewall_04,52.58,40.86,652.63,0.28,25.33,0,normal
2026-03-21 10:35:57.092896,router_01,62.55,48.78,641.36,0.01,34.85,0,normal
2026-03-21 10:40:57.092896,switch_02,53.27,65.85,257.82,0.29,18.51,0,normal
2026-03-21 10:45:57.092896,firewall_04,30.26,17.34,481.53,0.59,26.71,0,normal
2026-03-21 10:50:57.092896,switch_02,59.21,46.3,746.28,0.05,20.88,0,normal
2026-03-21 10:55:57.092896,switch_02,66.91,52.03,535.8,0.31,19.1,0,normal
2026-03-21 11:00:57.092896,router_01,57.35,46.62,700.83,2.09,14.38,0,normal
2026-03-21 11:05:57.092896,router_01,52.44,53.05,371.18,0.69,11.21,0,normal
2026-03-21 11:10:57.092896,router_01,51.42,31.03,572.06,0.65,16.31,0,normal
2026-03-21 11:15:57.092896,router_01,52.73,68.72,488.3,0.84,25.63,0,normal
2026-03-21 11:20:57.092896,firewall_04,49.31,60.76,616.0,0.01,14.07,0,normal
2026-03-21 11:25:57.092896,switch_02,24.27,80.7,366.81,0.03,14.55,0,normal
2026-03-21 11:30:57.092896,switch_02,72.11,109.83,582.96,0.37,20.26,0,normal
2026-03-21 11:35:57.092896,server_03,45.55,41.59,373.64,0.19,24.82,0,normal
2026-03-21 11:40:57.092896,server_03,44.2,61.79,519.07,0.05,6.47,0,normal
2026-03-21 11:45:57.092896,load_balancer_05,60.86,77.5,429.64,0.7,26.1,0,normal
2026-03-21 11:50:57.092896,server_03,34.71,68.4,322.0,0.22,19.05,0,normal
2026-03-21 11:55:57.092896,load_balancer_05,95.83,30.39,580.84,0.06,21.93,1,network_congestion
2026-03-21 12:00:57.092896,router_01,65.42,64.69,410.52,0.23,13.11,0,normal
2026-03-21 12:05:57.092896,switch_02,39.75,46.8,277.44,0.2,12.72,0,normal
2026-03-21 12:10:57.092896,router_01,69.64,48.48,379.88,0.47,27.35,0,normal
2026-03-21 12:15:57.092896,server_03,53.27,79.87,502.66,0.05,14.92,0,normal
2026-03-21 12:20:57.092896,firewall_04,20.11,60.56,424.03,0.94,3.82,0,normal
2026-03-21 12:25:57.092896,router_01,7.02,42.91,610.17,0.21,17.88,0,normal
2026-03-21 12:30:57.092896,router_01,35.43,34.74,976.15,0.2,8.55,0,normal
2026-03-21 12:35:57.092896,load_balancer_05,51.06,73.42,783.5,0.99,24.7,0,normal
2026-03-21 12:40:57.092896,switch_02,31.51,25.97,262.6,0.19,23.6,0,normal
2026-03-21 12:45:57.092896,router_01,56.53,33.31,568.06,0.14,13.8,0,normal
2026-03-21 12:50:57.092896,server_03,46.65,48.5,655.63,0.49,27.24,0,normal
2026-03-21 12:55:57.092896,router_01,51.77,69.36,678.08,0.46,29.45,0,normal
2026-03-21 13:00:57.092896,router_01,62.31,37.97,724.78,0.57,16.78,0,normal
2026-03-21 13:05:57.092896,router_01,40.55,99.99,672.87,0.05,10.43,0,normal
2026-03-21 13:10:57.092896,load_balancer_05,47.7,74.88,383.13,0.0,17.55,0,normal
2026-03-21 13:15:57.092896,server_03,83.19,75.83,267.66,0.47,12.64,0,normal
2026-03-21 13:20:57.092896,switch_02,46.66,65.21,714.25,0.87,36.32,0,normal
2026-03-21 13:25:57.092896,load_balancer_05,58.1,33.3,598.02,1.43,24.12,0,normal
2026-03-21 13:30:57.092896,firewall_04,40.6,22.03,574.99,0.0,28.69,0,normal
2026-03-21 13:35:57.092896,firewall_04,36.08,46.53,648.6,0.02,21.32,0,normal
2026-03-21 13:40:57.092896,router_01,38.42,98.66,683.87,0.07,11.51,0,normal
2026-03-21 13:45:57.092896,router_01,50.53,67.81,432.94,0.43,27.49,0,normal
2026-03-21 13:50:57.092896,load_balancer_05,54.52,69.68,704.21,0.57,-2.57,0,normal
2026-03-21 13:55:57.092896,switch_02,22.36,56.56,454.54,0.41,16.08,0,normal
2026-03-21 14:00:57.092896,server_03,55.25,53.93,457.43,1.15,20.71,0,normal
2026-03-21 14:05:57.092896,server_03,27.17,41.16,384.12,0.21,9.29,0,normal
2026-03-21 14:10:57.092896,load_balancer_05,54.98,53.54,403.34,0.23,32.13,0,normal
2026-03-21 14:15:57.092896,firewall_04,25.63,59.96,401.26,0.14,24.58,0,normal
2026-03-21 14:20:57.092896,router_01,50.12,51.55,256.01,0.04,19.94,0,normal
2026-03-21 14:25:57.092896,switch_02,23.95,57.24,625.75,0.81,8.02,0,normal
2026-03-21 14:30:57.092896,firewall_04,35.01,62.27,809.51,2.16,27.23,0,normal
2026-03-21 14:35:57.092896,firewall_04,59.64,73.85,462.49,0.2,25.19,0,normal
2026-03-21 14:40:57.092896,server_03,32.74,44.58,414.11,0.29,10.97,0,normal
2026-03-21 14:45:57.092896,server_03,54.43,69.89,397.38,0.12,24.24,0,normal
2026-03-21 14:50:57.092896,firewall_04,26.35,47.65,574.17,0.76,26.54,0,normal
2026-03-21 14:55:57.092896,router_01,39.64,78.38,403.06,0.44,6.37,0,normal
2026-03-21 15:00:57.092896,load_balancer_05,41.73,51.77,483.84,0.55,25.87,0,normal
2026-03-21 15:05:57.092896,load_balancer_05,47.57,59.25,695.5,0.86,26.33,0,normal
2026-03-21 15:10:57.092896,server_03,36.6,58.73,641.05,0.72,13.7,0,normal
2026-03-21 15:15:57.092896,server_03,22.66,72.42,537.97,0.3,25.48,0,normal
2026-03-21 15:20:57.092896,server_03,41.47,39.7,758.93,0.06,27.76,0,normal
2026-03-21 15:25:57.092896,firewall_04,42.24,69.15,447.66,1.58,29.23,0,normal
2026-03-21 15:30:57.092896,router_01,46.79,82.18,447.41,0.09,19.54,0,normal
2026-03-21 15:35:57.092896,server_03,53.83,1.83,416.45,0.88,22.31,0,normal
2026-03-21 15:40:57.092896,firewall_04,55.15,32.71,365.5,0.06,27.78,0,normal
2026-03-21 15:45:57.092896,switch_02,24.48,51.93,592.1,0.23,19.75,0,normal
2026-03-21 15:50:57.092896,switch_02,21.38,41.09,493.46,0.4,28.35,0,normal
2026-03-21 15:55:57.092896,load_balancer_05,62.11,65.13,531.42,0.8,15.03,0,normal
2026-03-21 16:00:57.092896,switch_02,42.77,63.78,567.76,0.3,18.08,0,normal
